CNTYVTD,VTDKEY,BushR_18G_Land Comm,SuazoD_18G_Land Comm,PinaL_18G_Land Comm
"1132801",2324,1422,754,75
"1132802",2325,1767,1013,79
"1132803",2326,675,248,27
"1132804",2327,956,570,49
"1132805",2328,1551,1069,82
"1132806",2329,969,618,45
"1132807A",2330,871,627,39
"1132807B",2331,0,0,0
"1132808",2332,1116,743,52
"1132809",2333,819,848,58
"1132810A",2334,13,2,0
"1132810B",2335,0,0,0
"1132900",2336,1112,764,63
"1132901",2337,246,517,34
"1132902",2338,397,689,47
"1132903",2339,528,696,62
"1132904",2340,2,1,0
"1132905",2341,240,106,5
"1132910",2342,14,10,0
"1132911",2343,71,67,3
"1132920",2344,1039,950,53
"1132921",2345,1426,1084,43
"1132922",2346,1820,1413,96
"1132923",2347,1101,859,78
"1132924",2348,594,548,31
"1132925",2349,1312,668,52
"1132926",2350,634,503,39
"1132927",2351,1606,1438,83
"1132928",2352,1322,544,47
"1132929",2353,430,323,20
"1132940",2354,690,253,29
"1132941",2355,1653,1020,84
"1132942",2356,1776,998,87
"1133000",2357,997,1073,68
"1133001",2358,16,170,2
"1133002",2359,76,559,11
"1133003",2360,112,886,15
"1133004",2361,229,973,34
"1133005",2362,101,154,7
"1133006",2363,1151,984,58
"1133007",2364,404,326,25
"1133008",2365,1120,2451,139
"1133009",2366,479,999,73
"1133010",2367,110,97,5
"1133011",2368,181,635,41
"1133012",2369,10,51,2
"1133013",2370,65,219,9
"1133014",2371,270,500,18
"1133015",2372,45,60,2
"1133016A",2373,163,653,53
"1133016B",2374,0,0,0
"1133017",2375,16,271,11
"1133018",2376,37,660,15
"1133019",2377,12,254,4
"1133020",2378,11,105,9
"1133021",2379,13,310,3
"1133022",2380,19,535,7
"1133023",2381,11,491,11
"1133024",2382,23,517,8
"1133025",2383,2,50,3
"1133026",2384,11,275,3
"1133027",2385,17,496,7
"1133028",2386,13,401,10
"1133029",2387,12,295,5
"1133030",2388,3,5,1
"1133031",2389,71,178,15
"1133032",2390,47,451,17
"1133033",2391,9,130,1
"1133034",2392,26,532,14
"1133035",2393,32,489,12
"1133036",2394,4,1,0
"1133037",2395,8,161,4
"1133038",2396,8,379,9
"1133039",2397,43,911,14
"1133040",2398,20,407,8
"1133041",2399,1,42,0
"1133042",2400,23,531,2
"1133043",2401,19,697,7
"1133044",2402,40,861,7
"1133045",2403,11,246,3
"1133046",2404,163,1009,39
"1133047",2405,228,511,17
"1133048",2406,40,1074,19
"1133049",2407,31,805,12
"1133050",2408,47,653,15
"1133051",2409,15,315,2
"1133052",2410,30,896,23
"1133053",2411,75,889,19
"1133054",2412,87,1384,27
"1133055",2413,149,1266,30
"1133056",2414,103,1248,28
"1133057",2415,94,1138,22
"1133058",2416,39,1033,18
"1133059",2417,17,662,9
"1133060",2418,27,702,12
"1133061",2419,15,528,9
"1133062",2420,37,900,13
"1133063",2421,102,1520,29
"1133064",2422,46,1225,18
"1133065",2423,50,1000,7
"1133066",2424,40,784,13
"1133067",2425,42,874,10
"1133068",2426,74,1606,27
"1133069",2427,39,685,15
"1133070",2428,48,1288,18
"1133071",2429,40,1073,13
"1133072",2430,3,18,0
"1133073",2431,4,66,1
"1133074",2432,35,227,8
"1133075",2433,9,75,1
"1133076",2434,0,0,0
"1133077",2435,403,1402,51
"1133078",2436,196,1037,45
"1133079",2437,86,155,7
"1133080",2438,158,362,15
"1133081",2439,467,499,24
"1133082",2440,79,913,11
"1133083",2441,165,446,22
"1133084",2442,126,547,34
"1133086",2443,916,1067,76
"1133087",2444,0,0,0
"1133088",2445,8,25,0
"1133089",2446,10,6,0
"1133090",2447,238,637,30
"1133091",2448,0,0,0
"1133092",2449,47,634,15
"1133093",2450,1,8,0
"1133094",2451,0,0,0
"1133095",2452,0,0,0
"1133096",2453,0,0,0
"1133097",2454,0,77,0
"1133098",2455,2,103,0
"1133099",2456,7,116,5
"1133100",2457,330,977,45
"1133101",2458,140,339,11
"1133102",2459,269,1153,45
"1133103",2460,315,1457,31
"1133104",2461,634,2158,70
"1133105",2462,436,1012,46
"1133106",2463,342,1577,45
"1133107",2464,202,1231,36
"1133108",2465,657,685,68
"1133109",2466,1101,1098,52
"1133110",2467,258,1446,30
"1133111",2468,6,19,0
"1133112",2469,4,12,0
"1133113",2470,0,4,0
"1133114",2471,0,0,0
"1133200",2472,712,708,36
"1133201",2473,501,531,24
"1133202",2474,325,919,32
"1133203",2475,365,808,43
"1133204",2476,475,842,40
"1133205",2477,115,839,19
"1133206",2478,741,751,40
"1133207",2479,616,855,42
"1133208",2480,326,625,19
"1133209",2481,70,48,3
"1133210",2482,476,640,45
"1133211",2483,160,422,20
"1133300",2484,818,724,45
"1133301",2485,818,694,44
"1133302",2486,386,407,33
"1133303",2487,445,891,45
"1133304",2488,756,733,34
"1133305",2489,1010,1142,57
"1133306",2490,299,442,22
"1133307",2491,316,560,24
"1133308",2492,367,543,33
"1133309",2493,555,629,18
"1133310",2494,637,606,32
"1133311",2495,577,575,36
"1133312",2496,789,1014,46
"1133313",2497,937,1917,66
"1133314",2498,677,1440,39
"1133315",2499,246,421,18
"1133316",2500,645,835,41
"1133317",2501,311,652,20
"1133318",2502,346,533,19
"1133400",2503,56,248,7
"1133401",2504,1,1,0
"1133402",2505,45,131,2
"1133404",2506,270,657,27
"1133405",2507,408,945,26
"1133406",2508,13,3,1
"1133407",2509,83,87,6
"1133408",2510,217,644,11
"1133409",2511,83,189,7
"1133410",2512,42,95,1
"1133411",2513,1,1,0
"1133500",2514,2205,921,60
"1133501",2515,3,2,1
"1133600",2516,268,1003,11
"1133601",2517,314,1034,24
"1133602",2518,98,327,7
"1133603",2519,64,132,3
"1133604",2520,367,1291,33
"1133605",2521,284,1406,30
"1133606",2522,168,1246,29
"1133607",2523,332,2268,38
"1133608",2524,134,1671,31
"1133609",2525,337,1526,48
"1133610",2526,101,212,9
"1133611",2527,192,466,17
"1133612",2528,282,1590,39
"1133613",2529,111,259,9
"1133614",2530,62,418,9
"1133615",2531,171,1255,25
"1133616",2532,42,308,9
"1133617",2533,110,1285,19
"1133618",2534,26,201,6
"1133619",2535,29,67,4
"1133620",2536,83,590,10
"1133621",2537,0,0,0
"1133700",2538,884,1323,53
"1133701",2539,1008,1186,58
"1133702",2540,604,704,28
"1133703",2541,24,7,1
"1133800",2542,148,2239,40
"1133801",2543,32,141,1
"1133802",2544,240,1860,43
"1133803",2545,164,1742,24
"1133805",2546,171,2424,58
"1133806",2547,33,483,8
"1133807",2548,192,1107,24
"1133808",2549,716,1427,55
"1133809",2550,44,138,4
"1133900",2551,448,2547,67
"1133920",2552,683,465,41
"1133921",2553,966,1045,47
"1133922",2554,7,32,0
"1133940A",2555,290,618,28
"1133940B",2556,0,0,0
"1133950",2557,200,660,29
"1134000",2558,57,143,5
"1134001",2559,117,464,15
"1134002",2560,271,361,22
"1134003A",2561,18,99,5
"1134003B",2562,0,0,0
"1134004",2563,244,629,29
"1134005",2564,178,318,13
"1134006A",2565,300,459,19
"1134006B",2566,0,0,0
"1134007",2567,59,70,4
"1134008",2568,28,189,11
"1134009A",2569,92,590,26
"1134009B",2570,0,0,0
"1134010",2571,346,475,20
"1134011",2572,95,326,9
"1134012",2573,21,28,0
"1134013",2574,126,101,5
"1134014",2575,851,466,19
"1134015",2576,185,729,25
"1134016",2577,221,783,26
"1134017",2578,97,189,6
"1134018",2579,316,419,24
"1134019",2580,249,1053,35
"1134020",2581,105,405,6
"1134021",2582,468,1975,62
"1134022",2583,254,1211,45
"1134023",2584,1,0,0
"1134024",2585,102,702,16
"1134025",2586,9,124,2
"1134026",2587,2,61,2
"1134027",2588,17,109,1
"1134028",2589,24,353,6
"1134029",2590,2,2,0
"1134030",2591,1,25,1
"1134031",2592,61,763,21
"1134032",2593,480,1347,56
"1134033",2594,339,807,44
"1134035",2595,100,505,15
"1134036",2596,28,315,11
"1134037",2597,15,77,0
"1134038",2598,87,895,18
"1134039",2599,9,225,4
"1134040",2600,16,288,7
"1134041",2601,20,293,5
"1134043",2602,62,538,15
"1134044",2603,28,416,6
"1134046",2604,29,455,7
"1134047",2605,20,330,4
"1134048",2606,10,2,0
"1134049",2607,0,0,0
"1134050",2608,548,1751,56
"1134051",2609,0,0,0
"1134052",2610,560,1708,64
"1134053",2611,45,162,4
"1134054",2612,27,172,4
"1134055",2613,218,898,32
"1134056",2614,143,993,22
"1134057",2615,117,623,24
"1134058",2616,68,387,10
"1134059",2617,26,155,5
"1134060",2618,137,798,16
"1134061",2619,177,827,19
"1134062",2620,130,653,16
"1134063",2621,257,1196,49
"1134065",2622,83,349,13
"1134066",2623,87,326,8
"1134067",2624,145,749,22
"1134068",2625,150,708,26
"1134069",2626,254,1137,42
"1134070",2627,92,586,20
"1134071",2628,16,154,5
"1134072",2629,18,94,2
"1134073",2630,205,675,23
"1134074",2631,348,1236,45
"1134075",2632,73,373,11
"1134076",2633,233,941,31
"1134077",2634,115,477,18
"1134078",2635,147,684,17
"1134079",2636,849,1874,74
"1134080",2637,216,272,17
"1134081",2638,191,1079,37
"1134082",2639,60,357,6
"1134083",2640,118,483,20
"1134084",2641,26,228,3
"1134085",2642,62,357,12
"1134086",2643,175,946,20
"1134087",2644,58,301,12
"1134088",2645,19,131,2
"1134090",2646,14,18,1
"1134091A",2647,0,0,0
"1134091B",2648,0,0,0
"1134091C",2649,0,0,0
"1134092",2650,37,61,4
"1134093",2651,2,25,4
"1134094",2652,94,193,5
"1134095",2653,13,15,0
"1134096",2654,3,2,0
"1134097A",2655,155,379,15
"1134097B",2656,0,0,0
"1134098",2657,17,17,0
"1134099",2658,415,277,15
"1134100",2659,3,11,1
"1134101",2660,2,32,3
"1134102",2661,100,84,3
"1134103",2662,19,66,7
"1134104",2663,4,8,0
"1134105",2664,2,6,0
"1134106",2665,48,48,3
"1134107",2666,0,25,1
"1134108",2667,1,21,1
"1134109",2668,0,18,0
"1134110",2669,20,380,3
"1134111",2670,29,98,3
"1134112",2671,43,18,1
"1134113",2672,142,729,25
"1134114",2673,101,610,16
"1134115",2674,92,141,5
"1134116",2675,0,0,0
"1134117",2676,4,10,0
"1134118",2677,2,5,0
"1134119",2678,1,1,0
"1134120",2679,27,197,8
"1134121",2680,0,0,0
"1134122",2681,0,0,0
"1134123",2682,0,0,0
"1134124",2683,0,0,0
"1134125",2684,0,0,0
"1134300",2685,157,503,9
"1134500",2686,538,779,41
"1134501",2687,516,677,44
"1134502",2688,716,1193,36
"1134503",2689,625,1517,53
"1134504",2690,282,421,23
"1134505",2691,438,563,25
"1134506",2692,280,385,8
"1134507",2693,49,405,9
"1134508",2694,92,172,10
"1134509",2695,400,333,20
"1134510",2696,296,588,24
"1134511",2697,316,447,20
"1134512",2698,306,279,16
"1134513",2699,335,685,31
"1134514",2700,342,304,27
"1134515",2701,223,570,36
"1134516",2702,4,8,0
"1134517",2703,1061,741,56
"1134518",2704,367,522,17
"1134519",2705,820,1065,35
"1134520",2706,110,302,11
"1134521",2707,1043,1189,58
"1134522",2708,630,1063,43
"1134523",2709,124,201,7
"1134525",2710,210,434,20
"1134527",2711,196,459,20
"1134528",2712,0,0,0
"1134529",2713,180,237,14
"1134530",2714,16,85,1
"1134531",2715,165,123,6
"1134532",2716,61,77,5
"1134533",2717,170,343,15
"1134534",2718,9,33,0
"1134535",2719,105,246,8
"1134536",2720,10,15,1
"1134537",2721,2,3,0
"1134538",2722,119,274,8
"1134539",2723,0,0,0
"1134540",2724,0,0,0
"1134541",2725,0,0,0
"1134542",2726,0,0,0
"1134600",2727,621,594,30
"1134601",2728,1032,935,57
"1134602",2729,468,546,27
"1134603",2730,7,16,0
"1134604",2731,640,768,46
"1134605",2732,582,617,41
"1134606",2733,633,767,40
"1134607",2734,277,493,31
"1134608A",2735,606,1008,41
"1134608B",2736,0,0,0
"1134609",2737,202,619,19
"1134610",2738,646,573,38
"1134611",2739,369,438,30
"1134612",2740,102,80,5
"1134613",2741,73,239,5
"1134614",2742,214,89,7
"1134615",2743,37,75,3
"1134616",2744,207,327,16
"1134617",2745,55,47,3
"1134618",2746,114,136,8
"1134619",2747,445,308,24
"1134620",2748,414,440,39
"1134621",2749,395,1386,59
"1134622",2750,406,611,45
"1134623",2751,477,748,18
"1134624",2752,448,445,21
"1134625",2753,667,552,33
"1134626",2754,883,675,52
"1134627A",2755,1057,1311,70
"1134627B",2756,0,0,0
"1134628",2757,179,668,27
"1134629",2758,207,401,17
"1134630",2759,461,425,22
"1134631",2760,384,352,21
"1134632",2761,249,649,25
"1134633",2762,119,281,13
"1134634",2763,896,853,51
"1134635",2764,231,556,26
"1134636",2765,0,6,0
"1134637",2766,739,1197,54
"1134639",2767,85,204,13
"1134640",2768,375,882,48
"1134641",2769,122,158,4
"1134642",2770,33,40,1
"1134644",2771,34,127,3
"1134645",2772,3,2,0
"1134646",2773,110,110,7
"1134647",2774,1099,1025,55
"1134648",2775,226,659,29
"1134649",2776,7,39,0
"1134651",2777,6,17,0
"1134652",2778,126,248,6
"1134653",2779,7,16,0
"1134654",2780,202,309,20
"1134655",2781,33,5,1
"1134656",2782,12,42,1
"1134657",2783,7,31,0
"1134658",2784,16,22,1
"1134659",2785,37,89,5
"1134660",2786,9,15,1
"1134661",2787,112,279,9
"1134662",2788,40,79,0
"1134663",2789,0,0,0
"1134664",2790,444,582,35
"1150001",2791,362,144,8
"1150002",2792,430,188,15
"1150003",2793,606,173,31
"1150004",2794,521,163,27
"1150005",2795,71,15,2
"1150011",2796,63,11,0
"1150012",2797,28,2,1
"1150013",2798,52,6,0
"1150017",2799,42,6,1
"1170001",2800,409,186,23
"1170002",2801,417,241,18
"1170003",2802,1343,294,42
"1170004",2803,479,251,17
"1190001",2804,398,51,4
"1190003",2805,157,48,10
"1190004",2806,224,43,18
"1190005",2807,348,61,13
"1190007",2808,128,15,3
"1190009",2809,155,13,1
"1190010",2810,170,51,10
"1211000",2811,1425,249,51
"1211001",2812,679,167,30
"1211002",2813,487,144,26
"1211003",2814,1547,344,40
"1211004",2815,1296,878,77
"1211005",2816,1149,259,36
"1211006",2817,1458,885,105
"1211007",2818,1444,1006,112
"1211008",2819,647,154,31
"1211009",2820,695,720,51
"1211010",2821,892,630,56
"1211011",2822,658,920,56
"1211012",2823,913,895,62
"1211013",2824,838,695,58
"1211014",2825,35,90,7
"1211015",2826,1017,708,56
"1211016",2827,1170,651,65
"1211017",2828,562,312,18
"1211018",2829,1658,1153,91
"1211019",2830,750,694,52
"1211020",2831,1912,746,97
"1211021",2832,1332,615,64
"1211022",2833,1236,671,72
"1211023",2834,1403,642,93
"1211024",2835,1054,316,42
"1211025",2836,1560,675,72
"1211026",2837,1069,1376,85
"1211027",2838,193,217,8
"1211028",2839,606,657,41
"1211029",2840,1201,911,62
"1211030",2841,1808,808,83
"1211031",2842,1012,503,40
"1211032",2843,2137,1317,81
"1211033",2844,932,804,30
"1211034",2845,1588,1029,53
"1211035",2846,1286,641,45
"1211036",2847,2089,770,49
"1211037",2848,340,101,18
"1211038",2849,81,100,6
"1211039",2850,4,0,0
"1211040",2851,1146,502,35
"1211041",2852,709,692,48
"1211042",2853,79,14,2
"1211043",2854,96,37,3
"1211044",2855,1243,906,59
"1211045",2856,779,131,32
"1211046",2857,1281,960,99
"1211047",2858,222,123,11
"1211048",2859,346,80,24
"1211049",2860,56,73,3
"1211050",2861,875,480,38
"1211051",2862,877,439,24
"1211052",2863,976,640,35
"1211053",2864,1369,402,58
"1211054",2865,247,320,20
"1211055",2866,387,295,19
"1211056",2867,528,263,19
"1211057",2868,899,338,21
"1212000",2869,479,1242,56
"1212001",2870,515,1213,61
"1212002",2871,828,1488,85
"1212003",2872,515,604,33
"1212004",2873,867,1090,52
"1212005",2874,1540,1091,84
"1212006",2875,1061,859,41
"1212007",2876,784,1264,32
"1212008",2877,931,1065,60
"1212009",2878,751,653,48
"1212010",2879,1378,1101,81
"1212011",2880,896,890,80
"1212012",2881,843,323,27
"1212013",2882,631,430,30
"1212014",2883,1054,633,51
"1212015A",2884,1166,985,59
"1212015B",2885,0,0,0
"1212016",2886,1080,977,62
"1212017",2887,2004,999,73
"1212018",2888,675,915,73
"1212019",2889,0,0,0
"1212020",2890,1953,837,44
"1212021",2891,1103,990,70
"1212022",2892,1055,604,64
"1212023",2893,1116,965,67
"1212024",2894,629,519,49
"1212025",2895,676,473,66
"1212026",2896,1325,762,65
"1212027",2897,1299,757,50
"1212028",2898,968,1028,64
"1212029",2899,634,585,35
"1212030",2900,1325,1346,124
"1212031",2901,1069,958,66
"1212032",2902,737,625,55
"1212033",2903,740,941,50
"1212034",2904,480,710,21
"1212035",2905,811,794,44
"1212036",2906,313,156,13
"1212096",2907,0,0,0
"1212097",2908,0,0,0
"1212098",2909,0,0,0
"1212099",2910,0,0,0
"1213000",2911,1480,812,101
"1213001",2912,1452,544,90
"1213002",2913,2086,786,80
"1213003",2914,1098,498,42
"1213004",2915,1468,546,53
"1213005",2916,982,358,58
"1213006",2917,1357,863,84
"1213007",2918,1189,1156,67
"1213008",2919,1112,633,58
"1213009",2920,861,598,51
"1213010",2921,1258,1114,76
"1213011",2922,929,1206,82
"1213012",2923,616,448,31
"1213013",2924,820,614,48
"1213014",2925,690,532,35
"1213015",2926,586,655,53
"1213016",2927,399,602,43
"1213017",2928,451,1114,72
"1213018",2929,260,302,29
"1213019",2930,990,1356,63
"1213020",2931,126,187,12
"1213021",2932,1249,1085,80
"1213022",2933,81,47,3
"1213023",2934,145,112,5
"1213024",2935,1274,708,42
"1213025",2936,1595,797,76
"1213026",2937,1006,564,49
"1213027",2938,1742,917,77
"1213028",2939,1708,883,96
"1213029",2940,908,544,61
"1213030",2941,1018,494,54
"1213031",2942,1423,637,54
"1213032",2943,313,570,19
"1213033",2944,892,442,51
"1213098",2945,0,0,0
"1213099",2946,0,0,0
"1214000",2947,1896,519,94
"1214001",2948,676,185,19
"1214002",2949,1709,366,75
"1214003",2950,2633,610,55
"1214004",2951,205,886,61
"1214005",2952,753,766,69
"1214006",2953,537,899,74
"1214007",2954,456,1155,78
"1214008",2955,252,727,49
"1214009",2956,525,1369,88
"1214010",2957,457,618,45
"1214011",2958,761,1797,105
"1214012",2959,832,601,46
"1214013",2960,51,164,13
"1214014",2961,121,826,45
"1214015",2962,131,266,15
"1214016",2963,1,1,0
"1214017",2964,2220,441,68
"1214018",2965,909,275,30
"1214019",2966,94,28,6
"1214020",2967,533,115,14
"1214021",2968,929,184,33
"1214022",2969,1331,350,42
"1214023A",2970,1553,468,65
"1214023B",2971,0,0,0
"1214024",2972,1366,568,81
"1214025",2973,1329,811,49
"1214026",2974,610,386,31
"1214027",2975,1538,854,65
"1214028",2976,2056,604,61
"1214029",2977,401,125,12
"1214030",2978,212,79,11
"1214031",2979,2106,590,73
"1214032",2980,2383,777,87
"1214033",2981,1063,382,67
"1214034",2982,1468,666,121
"1214035",2983,1836,612,71
"1214036",2984,1483,316,66
"1214037",2985,363,741,58
"1214038",2986,117,53,5
"1214039",2987,158,991,59
"1214040",2988,380,404,24
"1214041",2989,581,553,41
"1214042",2990,15,5,1
"1214043",2991,1248,386,37
"1214044",2992,1531,468,69
"1214045",2993,373,2033,102
"1214046",2994,1726,604,62
"1214047",2995,858,374,45
"1214048",2996,1562,616,72
"1214049",2997,801,179,33
"1230101",2998,663,117,33
"1230102",2999,147,214,14
"1230201",3000,221,40,6
"1230202",3001,464,93,18
"1230203",3002,439,60,11
"1230301",3003,655,93,25
"1230302",3004,502,90,21
"1230303",3005,183,42,12
"1230401",3006,976,214,28
"1230402",3007,613,63,22
"1250001",3008,58,11,2
"1250002",3009,53,7,1
"1250003A",3010,42,4,1
"1250003B",3011,22,3,1
"1250003C",3012,95,15,8
"1250004A",3013,78,22,5
"1250004B",3014,4,1,0
"1250005",3015,114,11,1
"1250006",3016,154,33,2
"1270001",3017,258,411,25
"1270002",3018,191,456,11
"1270003",3019,59,125,3
"1270004",3020,28,31,0
"1270005",3021,82,370,5
"1270006",3022,153,259,9
"1270007",3023,73,179,11
"1290101",3024,120,8,5
"1290102",3025,160,20,11
"1290201",3026,347,46,12
"1290301",3027,106,4,2
"1290303",3028,145,19,1
"1290401",3029,215,33,9
"1310001",3030,218,641,19
"1310002",3031,142,527,11
"1310003",3032,53,214,6
"1310004",3033,33,53,2
"1310005",3034,51,135,11
"1310006",3035,15,53,3
"1310007",3036,45,22,4
"1310008",3037,442,548,32
"1310009",3038,124,416,19
"1330001",3039,1203,160,55
"1330002",3040,159,22,11
"1330003",3041,587,132,30
"1330004",3042,172,16,9
"1330005",3043,276,50,7
"1330006",3044,177,21,9
"1330007",3045,1008,109,42
"1330008",3046,1222,203,99
"1330009",3047,315,32,9
"1350101",3048,1165,433,70
"1350102",3049,677,342,48
"1350103",3050,401,165,20
"1350104",3051,95,23,2
"1350106",3052,485,131,26
"1350107",3053,316,60,29
"1350108",3054,963,225,56
"1350109",3055,90,15,11
"1350110",3056,1318,397,70
"1350111",3057,156,83,11
"1350201",3058,2773,504,121
"1350202",3059,1269,234,46
"1350203",3060,1159,265,57
"1350204",3061,590,161,35
"1350205",3062,793,194,42
"1350206",3063,325,48,11
"1350207",3064,880,79,45
"1350208",3065,1535,368,65
"1350209",3066,421,136,21
"1350301",3067,649,358,36
"1350302",3068,293,144,17
"1350303",3069,421,230,34
"1350304",3070,92,85,7
"1350305",3071,79,90,6
"1350306",3072,206,159,11
"1350307",3073,444,283,37
"1350308",3074,321,104,11
"1350309",3075,410,164,26
"1350311",3076,296,145,13
"1350312",3077,489,161,29
"1350401",3078,209,96,14
"1350402",3079,168,371,24
"1350403",3080,200,552,19
"1350404",3081,302,189,22
"1350405",3082,76,202,6
"1350406",3083,378,411,28
"1350407",3084,249,98,14
"1350408",3085,80,114,9
"1350409",3086,221,162,20
"1350412",3087,115,110,4
"1370001",3088,63,26,5
"1370002",3089,225,23,19
"1370003",3090,172,27,15
"1370004",3091,104,34,7
"1390101",3092,1326,467,55
"1390102",3093,1570,427,83
"1390103",3094,1870,536,97
"1390104",3095,1660,385,77
"1390105",3096,2048,532,85
"1390106",3097,1631,313,64
"1390107",3098,1736,496,66
"1390108",3099,1513,410,62
"1390109",3100,910,308,34
"1390110",3101,1350,1000,77
"1390111",3102,1006,253,48
"1390112",3103,783,186,44
"1390113",3104,163,576,10
"1390114",3105,792,270,34
"1390115",3106,602,265,44
"1390116",3107,808,276,30
"1390117",3108,923,319,51
"1390118",3109,1101,382,42
"1390119",3110,634,171,21
"1390120",3111,228,64,16
"1390121",3112,871,275,30
"1390122",3113,574,149,17
"1390123",3114,69,272,7
"1390124",3115,186,356,23
"1390125",3116,1442,439,75
"1390126",3117,330,160,20
"1390127",3118,151,54,3
"1390128",3119,34,35,3
"1390129",3120,273,100,11
"1390130",3121,217,90,15
"1390131",3122,674,243,33
"1390132",3123,258,55,9
"1390133",3124,206,75,7
"1390134",3125,370,55,14
"1390135",3126,1788,316,62
"1390136",3127,305,57,8
"1390137",3128,595,122,20
"1390138",3129,711,187,38
"1390139",3130,545,120,17
"1390140",3131,1890,717,65
"1390141",3132,906,251,38
"1390142",3133,795,273,40
"1390143",3134,1261,411,57
"1390144",3135,459,663,36
"1390145",3136,904,903,63
"1390146",3137,958,525,56
"1390147",3138,1421,649,72
"1390148",3139,681,540,32
"1390149",3140,430,230,26
"1410001",3141,261,577,22
"1410002",3142,371,907,58
"1410003",3143,393,682,46
"1410004",3144,279,442,28
"1410005",3145,480,813,51
"1410006",3146,726,523,42
"1410007",3147,653,792,63
"1410008",3148,1051,582,48
"1410009",3149,804,929,61
"1410010",3150,463,1265,43
"1410011",3151,818,1470,75
"1410012",3152,306,419,22
"1410013",3153,561,1048,61
"1410014",3154,959,1082,68
"1410015",3155,774,729,57
"1410016",3156,499,1235,71
"1410017",3157,431,499,25
"1410018",3158,919,893,53
"1410019",3159,575,1106,55
"1410020",3160,252,417,29
"1410021",3161,674,613,44
"1410022",3162,504,784,43
"1410023",3163,441,394,24
"1410024",3164,871,982,59
"1410025",3165,541,835,45
"1410026",3166,355,590,30
"1410027",3167,273,668,37
"1410028",3168,35,129,7
"1410029",3169,335,854,52
"1410030",3170,13,64,1
"1410031",3171,145,480,30
"1410032",3172,307,608,35
"1410033",3173,434,727,54
"1410034",3174,48,244,9
"1410035",3175,417,737,47
"1410036",3176,158,814,52
"1410037",3177,109,680,23
"1410038",3178,171,690,43
"1410039",3179,49,218,9
"1410040",3180,67,294,15
"1410041",3181,75,345,20
"1410042",3182,101,577,26
"1410043",3183,572,562,48
"1410044",3184,681,953,76
"1410045",3185,596,965,77
"1410046",3186,198,411,28
"1410047",3187,550,703,58
"1410048",3188,202,624,21
"1410049",3189,255,387,29
"1410050",3190,387,824,49
"1410051",3191,415,543,36
"1410052",3192,288,653,42
"1410053",3193,389,852,47
"1410054",3194,236,563,29
"1410055",3195,431,683,45
"1410056",3196,449,581,58
"1410057",3197,224,423,31
"1410058",3198,283,444,34
"1410059",3199,300,779,43
"1410060",3200,619,559,57
"1410061",3201,286,428,36
"1410062",3202,149,356,16
"1410063",3203,210,784,34
"1410064",3204,224,829,21
"1410065",3205,77,90,11
"1410066",3206,223,682,33
"1410067",3207,254,673,30
"1410068",3208,71,207,9
"1410069",3209,399,1291,63
"1410070",3210,240,893,51
"1410071",3211,206,739,34
"1410072",3212,133,451,22
"1410073",3213,107,417,18
"1410074",3214,129,707,44
"1410075",3215,227,559,33
"1410076",3216,138,442,19
"1410077",3217,209,802,41
"1410078",3218,122,441,14
"1410079",3219,43,210,8
"1410080",3220,76,510,23
"1410081",3221,31,114,5
"1410082",3222,156,688,21
"1410083",3223,68,439,19
"1410084",3224,137,725,34
"1410085",3225,98,515,17
"1410086",3226,67,103,15
"1410087",3227,0,3,0
"1410088A",3228,136,113,18
"1410088B",3229,0,1,0
"1410089",3230,328,972,37
"1410090",3231,363,635,40
"1410091",3232,159,304,23
"1410092",3233,621,912,62
"1410093",3234,236,488,31
"1410094",3235,402,846,36
"1410095",3236,513,888,53
"1410096",3237,651,940,65
"1410097",3238,322,661,31
"1410098",3239,469,640,44
"1410099",3240,162,396,27
"1410100",3241,455,997,51
"1410101",3242,486,796,46
"1410102",3243,312,795,30
"1410103",3244,465,553,41
"1410104",3245,527,876,50
"1410105",3246,445,900,50
"1410106",3247,377,965,49
"1410107",3248,353,718,23
"1410108",3249,495,568,48
"1410109",3250,333,587,35
"1410110",3251,507,1025,45
"1410111",3252,217,756,34
"1410112",3253,307,1151,44
"1410113",3254,310,813,37
"1410114",3255,420,1343,58
"1410115",3256,280,642,35
"1410116",3257,444,1148,52
"1410117",3258,422,1013,63
"1410118",3259,365,767,41
"1410119",3260,382,853,37
"1410120",3261,361,1018,49
"1410121",3262,258,701,29
"1410122",3263,410,1218,56
"1410123",3264,310,1002,48
"1410124",3265,261,916,53
"1410125",3266,552,1469,56
"1410126",3267,787,1572,70
"1410127",3268,51,117,5
"1410128",3269,184,371,16
"1410129",3270,428,954,58
"1410130",3271,464,1187,60
"1410131",3272,210,474,22
"1410132",3273,29,129,5
"1410133",3274,191,857,28
"1410134",3275,139,381,20
"1410135",3276,160,775,35
"1410136",3277,114,597,25
"1410137",3278,116,687,22
"1410138",3279,147,716,19
"1410139",3280,203,726,31
"1410140",3281,100,588,15
"1410141",3282,98,427,22
"1410142",3283,75,404,14
"1410143",3284,167,870,40
"1410144",3285,192,870,31
"1410145",3286,166,811,38
"1410146",3287,87,454,15
"1410147",3288,133,477,26
"1410148",3289,173,806,31
"1410149",3290,233,842,45
"1410150",3291,123,567,22
"1410151",3292,129,720,24
"1410152",3293,95,630,20
"1410153",3294,183,871,20
"1410154",3295,151,743,23
"1410155",3296,80,370,13
"1410156",3297,199,962,35
"1410157",3298,109,568,22
