CNTYVTD,VTDKEY,BushR_18G_Land Comm,SuazoD_18G_Land Comm,PinaL_18G_Land Comm
"037006B",1057,995,235,31
"037008A",1058,138,222,10
"037008B",1059,1182,342,41
"037008C",1060,527,123,23
"0390001",1061,1279,559,77
"0390002",1062,1511,498,66
"0390003",1063,1761,532,96
"0390004",1064,1260,373,65
"0390005",1065,759,233,29
"0390006",1066,619,92,34
"0390007",1067,309,537,13
"0390008",1068,442,108,18
"0390009",1069,274,149,13
"0390010",1070,420,71,23
"0390011",1071,1004,602,62
"0390012",1072,1151,640,72
"0390013",1073,1428,918,73
"0390014",1074,2008,607,82
"0390015",1075,1178,141,58
"0390016",1076,1484,577,85
"0390017",1077,478,517,33
"0390018",1078,1812,689,87
"0390019",1079,361,407,22
"0390020",1080,623,151,38
"0390021",1081,1063,1224,73
"0390022",1082,1775,469,93
"0390023",1083,1491,565,57
"0390024",1084,1746,555,83
"0390025",1085,767,222,36
"0390026",1086,1054,827,67
"0390027",1087,848,620,26
"0390028",1088,1255,740,73
"0390029",1089,785,1191,50
"0390030",1090,1451,298,71
"0390031",1091,504,94,24
"0390032",1092,1084,272,49
"0390033",1093,739,315,27
"0390034",1094,1593,527,90
"0390035",1095,761,141,32
"0390036",1096,656,388,44
"0390037",1097,952,559,59
"0390038",1098,326,95,20
"0390039",1099,1251,567,76
"0390040",1100,1583,839,87
"0390041",1101,539,597,30
"0390042",1102,213,106,12
"0390043",1103,1521,593,97
"0390044",1104,1125,1323,55
"0390045",1105,1339,495,93
"0390046",1106,1699,865,103
"0390047",1107,831,532,65
"0390048",1108,859,433,41
"0390049",1109,773,100,37
"0390050",1110,1243,2478,95
"0390051",1111,1592,484,69
"0390052",1112,1196,493,65
"0390053",1113,305,828,22
"0390054",1114,688,993,61
"0390055",1115,1147,439,61
"0390056",1116,1648,663,87
"0390057",1117,1312,333,55
"0390058",1118,884,788,41
"0390059",1119,726,1541,59
"0390060",1120,1422,1320,83
"0390061",1121,500,189,19
"0390062",1122,903,1188,66
"0390063",1123,517,1540,66
"0390064",1124,15,5,0
"0390066",1125,415,814,27
"0390067",1126,601,1346,46
"0390068",1127,652,1216,58
"0410001",1128,1013,187,33
"0410002",1129,2455,700,127
"0410003",1130,313,168,21
"0410004",1131,72,504,14
"0410005",1132,840,178,41
"0410006",1133,481,76,26
"0410007",1134,860,148,32
"0410008",1135,370,420,61
"0410009",1136,430,317,29
"0410010",1137,1301,669,93
"0410011",1138,646,679,79
"0410012",1139,1556,838,141
"0410013",1140,845,429,65
"0410014",1141,265,639,32
"0410015",1142,1289,500,56
"0410016",1143,110,315,12
"0410017",1144,637,729,83
"0410018",1145,37,177,8
"0410019",1146,56,61,5
"0410020",1147,891,1094,71
"0410021",1148,323,463,33
"0410022",1149,65,89,5
"0410023",1150,31,5,2
"0410024",1151,722,544,42
"0410025",1152,47,333,11
"0410026",1153,1289,454,78
"0410027",1154,1669,300,69
"0410028",1155,207,26,7
"0410029",1156,351,164,12
"0410030",1157,489,509,36
"0410031",1158,1271,979,124
"0410032",1159,0,0,0
"0410033",1160,244,410,28
"0410034",1161,965,1059,105
"0410035",1162,1458,1936,154
"0410036",1163,1012,773,96
"0410037",1164,71,8,5
"0410038",1165,8,101,0
"0410039",1166,1567,1001,99
"0410040",1167,2047,925,132
"0410041",1168,2315,724,88
"0410042",1169,0,0,0
"0410043",1170,3,10,1
"0410044",1171,55,9,2
"0410045",1172,44,13,4
"0410046",1173,96,68,6
"0410047",1174,103,79,9
"0410048",1175,101,25,4
"0410049",1176,50,122,9
"0410050",1177,4,0,0
"0410051",1178,0,0,0
"0410052",1179,9,2,1
"0410053",1180,0,1,0
"0410056",1181,7,1,0
"0410057",1182,24,68,7
"0410058",1183,230,127,14
"0410059",1184,13,2,0
"0410060",1185,86,4,1
"0410061",1186,30,10,0
"0410062",1187,1,0,0
"0410063",1188,2202,735,104
"0410064",1189,0,0,0
"0410065",1190,71,15,4
"0410067",1191,77,37,6
"0410068",1192,0,0,0
"0410069",1193,1820,768,99
"0410070",1194,253,177,35
"0410071",1195,60,10,5
"0410072",1196,10,4,0
"0410074",1197,78,131,5
"0410077",1198,104,77,8
"0410078",1199,110,13,6
"0410079",1200,22,19,2
"0410080",1201,1476,479,86
"0410081",1202,23,13,1
"0410082",1203,157,45,6
"0410083",1204,0,0,0
"0410086",1205,2,0,0
"0410087",1206,0,0,0
"0410088",1207,0,0,0
"0410089",1208,0,0,0
"0410090",1209,0,0,0
"0410091A",1210,1,1,0
"0410091B",1211,2,1,0
"0410092",1212,0,0,0
"0410093",1213,0,0,0
"0410094A",1214,0,0,0
"0410094B",1215,0,0,0
"0410094C",1216,0,0,0
"0410095",1217,0,0,0
"0410096",1218,2,0,0
"0410097",1219,0,0,0
"0410098",1220,2,1,0
"0410099",1221,0,0,0
"0410100",1222,0,0,0
"0410101A",1223,19,3,0
"0410101B",1224,0,0,0
"0410101C",1225,0,0,0
"0410101D",1226,0,0,0
"0410102",1227,1,0,0
"0410103",1228,0,0,0
"0430001",1229,644,452,72
"0430002",1230,310,361,38
"0430003",1231,115,115,13
"0430004",1232,414,416,46
"0430005",1233,30,44,4
"0430006",1234,162,194,27
"0430007",1235,11,49,5
"0430008",1236,141,302,23
"0450001",1237,66,10,3
"0450002",1238,135,20,4
"0450003",1239,123,11,11
"0450004",1240,164,22,4
"0450006",1241,28,6,1
"0470001",1242,110,309,14
"0470002",1243,134,314,9
"0470003",1244,70,239,12
"0470004",1245,155,345,3
"047003S",1246,50,64,1
"0490101",1247,1180,176,38
"0490105",1248,823,119,34
"0490109",1249,161,12,3
"0490113",1250,874,125,41
"0490202",1251,412,112,24
"0490204",1252,313,112,28
"0490212",1253,434,43,17
"0490214",1254,351,51,7
"0490215",1255,148,10,7
"0490303",1256,480,94,33
"0490306",1257,898,92,38
"0490307",1258,347,40,22
"0490308",1259,308,22,7
"0490316",1260,128,13,8
"0490318",1261,813,106,29
"0490410",1262,1148,141,53
"0490411",1263,401,118,35
"0490417",1264,961,115,40
"0510113",1265,358,44,6
"0510114",1266,658,212,26
"0510203",1267,196,50,9
"0510204",1268,364,51,14
"0510207",1269,160,83,9
"0510211",1270,485,98,13
"0510215",1271,174,44,6
"0510301",1272,606,149,13
"0510305",1273,277,63,14
"0510308",1274,214,59,6
"0510309",1275,389,76,16
"0510406",1276,331,216,13
"0510410",1277,838,193,34
"0530001",1278,768,137,49
"0530002",1279,1139,378,62
"0530003",1280,430,166,24
"0530004",1281,1041,360,73
"0530005",1282,498,182,19
"0530006",1283,286,86,17
"0530007",1284,321,80,20
"0530008",1285,597,123,14
"0530009",1286,1309,291,61
"0530010",1287,658,169,40
"0530011",1288,213,21,11
"0530012",1289,765,197,38
"0530013",1290,409,114,29
"0530014",1291,261,49,25
"0530015",1292,334,85,22
"0530016",1293,255,54,9
"0530017",1294,861,177,55
"0530018",1295,475,169,25
"0530019",1296,1831,455,83
"0530020",1297,1419,519,72
"0550100",1298,117,137,11
"0550101",1299,188,188,18
"0550102",1300,283,110,8
"0550103",1301,695,486,59
"0550104",1302,201,76,11
"0550105",1303,26,32,1
"0550107",1304,0,0,0
"0550108",1305,26,27,2
"0550109",1306,13,1,0
"0550110",1307,34,25,4
"0550111",1308,262,219,18
"0550112",1309,0,0,0
"0550113",1310,0,0,0
"0550114",1311,0,0,0
"0550115",1312,0,0,0
"0550116",1313,0,0,0
"0550117",1314,0,0,0
"0550118",1315,46,33,3
"0550201",1316,300,145,23
"0550202",1317,406,179,25
"0550203",1318,413,151,29
"0550204",1319,545,158,40
"0550205",1320,156,31,4
"0550206",1321,256,170,14
"0550301",1322,245,281,30
"0550302",1323,379,358,23
"0550303",1324,251,177,20
"0550305",1325,151,89,11
"0550306",1326,79,76,8
"0550307",1327,0,0,0
"0550400",1328,26,17,0
"0550401",1329,117,265,14
"0550402",1330,291,519,31
"0550404",1331,333,361,26
"0550405",1332,353,223,26
"0550407",1333,1,4,1
"0550408",1334,2,6,2
"0550409",1335,13,5,0
"0550410",1336,0,0,0
"0550411",1337,0,0,0
"0550412",1338,51,84,7
"0570001",1339,48,90,8
"0570002",1340,136,187,12
"0570003",1341,10,19,0
"0570004",1342,120,86,10
"0570005",1343,117,32,2
"0570006",1344,214,56,8
"0570007",1345,126,122,8
"0570008",1346,61,113,4
"0570009",1347,11,13,0
"0570010",1348,43,28,0
"0570011",1349,154,42,3
"0570012",1350,576,159,14
"0570013",1351,10,7,1
"0570014",1352,45,31,2
"0570015",1353,52,42,3
"0570016",1354,348,152,20
"0570017",1355,239,109,8
"0570018",1356,135,43,12
"0570019",1357,269,41,12
"0570020",1358,19,11,1
"0570021",1359,57,20,1
"0570022",1360,124,32,5
"0570023",1361,125,42,6
"0570024",1362,637,113,22
"0570025",1363,505,68,10
"0590001",1364,1018,140,51
"0590002",1365,871,119,43
"0590003",1366,938,119,44
"0590004",1367,770,49,38
"0590005",1368,77,6,0
"0590006",1369,342,52,15
"0590007",1370,225,35,13
"0610001",1371,382,392,24
"0610002",1372,167,96,4
"0610003",1373,321,529,22
"0610004",1374,676,701,47
"0610005",1375,53,144,8
"0610006",1376,76,293,13
"0610007",1377,31,104,5
"0610008",1378,38,123,7
"0610009",1379,158,484,28
"0610010",1380,109,376,13
"0610011",1381,171,420,31
"0610012",1382,396,543,26
"0610013",1383,72,135,9
"0610014",1384,233,522,26
"0610015",1385,284,533,33
"0610016",1386,207,220,16
"0610017",1387,346,755,38
"0610018",1388,281,495,36
"0610019",1389,239,366,19
"0610020",1390,308,229,18
"0610021",1391,284,487,25
"0610022",1392,267,512,26
"0610023",1393,47,39,1
"0610024",1394,107,274,6
"0610025",1395,94,170,8
"0610026",1396,616,493,49
"0610027",1397,264,605,21
"0610028",1398,272,292,16
"0610029",1399,703,444,47
"0610030",1400,294,189,21
"0610031",1401,51,78,9
"0610032",1402,501,498,42
"0610033",1403,71,135,5
"0610034",1404,45,50,3
"0610035",1405,340,239,21
"0610036",1406,389,409,21
"0610037",1407,104,329,13
"0610038",1408,188,177,12
"0610039",1409,128,253,8
"0610040",1410,301,523,19
"0610041",1411,409,914,36
"0610042",1412,107,254,7
"0610043",1413,138,240,9
"0610044",1414,940,612,54
"0610045",1415,144,460,11
"0610046",1416,427,859,40
"0610047",1417,88,240,11
"0610048",1418,503,749,45
"0610049",1419,117,149,11
"0610050",1420,845,894,50
"0610051",1421,130,209,2
"0610052",1422,756,389,54
"0610053",1423,214,671,27
"0610054",1424,625,1142,44
"0610055",1425,453,713,42
"0610056",1426,472,380,20
"0610057",1427,150,127,10
"0610058",1428,646,591,45
"0610059",1429,58,123,5
"0610060",1430,105,180,4
"0610061",1431,350,550,35
"0610062",1432,334,727,40
"0610063",1433,214,486,28
"0610064",1434,542,492,32
"0610065",1435,405,584,20
"0610066",1436,858,787,63
"0610067",1437,944,567,53
"0610068",1438,164,464,25
"0610069",1439,316,822,37
"0610070",1440,68,245,12
"0610071",1441,257,790,31
"0610072",1442,443,787,37
"0610073",1443,565,1018,51
"0610074",1444,399,894,33
"0610075",1445,242,688,29
"0610076",1446,209,274,18
"0610077",1447,187,644,31
"0610078",1448,607,596,40
"0610079",1449,644,620,23
"0610080",1450,1217,804,60
"0610081",1451,262,303,17
"0610082",1452,175,471,33
"0610083",1453,237,246,16
"0610084",1454,516,399,31
"0610085",1455,283,217,12
"0610086",1456,148,302,16
"0610087",1457,541,343,18
"0610088",1458,349,617,26
"0610095",1459,116,193,13
"0610096",1460,129,351,13
"0610097",1461,72,160,11
"0610098",1462,479,893,51
"0610099",1463,61,66,6
"0610100",1464,378,661,27
"0610101",1465,129,185,17
"0610102",1466,329,461,18
"0610103",1467,43,74,5
"0610104",1468,24,45,1
"0610105",1469,9,16,0
"0610106",1470,399,589,44
"0610107",1471,63,141,6
"0610108",1472,0,0,0
"0610109",1473,0,0,0
"0631001",1474,662,259,22
"0632002",1475,908,224,36
"0633003",1476,413,362,19
"0634004",1477,719,221,15
"0650101",1478,257,33,10
"0650102",1479,51,0,0
"0650103",1480,196,36,9
"0650201",1481,542,45,24
"0650301",1482,351,37,9
"0650302",1483,169,13,8
"0650401",1484,389,55,7
"0650402",1485,164,7,5
"0670001",1486,1283,345,46
"0670002",1487,172,52,4
"0670004",1488,154,72,9
"0670005",1489,372,86,12
"0670006",1490,243,35,8
"0670007",1491,771,210,20
"0670009",1492,398,152,16
"0670011",1493,244,98,8
"0670012",1494,315,118,6
"0670014",1495,932,163,28
"0670015",1496,288,39,9
"0670016",1497,237,31,7
"0670017",1498,1400,239,50
"0670018",1499,289,12,2
"0670019",1500,224,24,6
"0670021",1501,138,14,7
"067013T",1502,427,300,7
"067020E",1503,110,17,6
"0690101",1504,110,104,1
"0690105",1505,22,5,0
"0690201",1506,124,112,7
"0690206",1507,61,13,4
"0690301",1508,371,80,8
"0690307",1509,67,10,2
"0690401",1510,82,48,4
"0690408",1511,314,29,7
"0710001",1512,288,54,7
"0710002",1513,259,132,7
"0710003",1514,166,93,10
"0710004",1515,1773,218,54
"0710005",1516,1185,165,47
"0710006",1517,816,242,25
"0710007",1518,941,183,23
"0710008",1519,2167,285,75
"0710009",1520,149,25,5
"0710010",1521,2027,283,66
"0710011",1522,935,254,33
"0710012",1523,504,163,29
"0710013",1524,0,0,0
"0710014",1525,190,30,3
"0710015",1526,682,407,30
"0730012",1527,569,133,18
"0730013",1528,542,59,22
"0730014",1529,724,62,25
"0730015",1530,1160,382,44
"0730022",1531,225,76,11
"0730023",1532,513,63,21
"0730024",1533,638,213,33
"0730025",1534,395,91,20
"0730026",1535,378,164,9
"0730027",1536,487,145,13
"0730028",1537,288,28,16
"0730032",1538,390,57,9
"0730033",1539,704,178,23
"0730034",1540,688,82,23
"0730035",1541,457,120,13
"0730036",1542,818,136,30
"0730037",1543,131,74,4
"0730038",1544,117,115,4
"0730042",1545,102,367,8
"0730043",1546,287,201,13
"0730044",1547,675,72,38
"0730045",1548,272,105,13
"0730046",1549,353,60,13
"0730047",1550,165,10,10
"0730048",1551,322,31,1
"0750101",1552,343,37,6
"0750201",1553,415,38,6
"0750301",1554,316,82,10
"0750401",1555,430,56,13
"0770001",1556,391,68,15
"0770006",1557,188,45,6
"0770008",1558,366,57,18
"0770009",1559,239,30,7
"0770010",1560,148,17,5
"0770011",1561,432,37,11
"0770012",1562,158,31,6
"0770013",1563,67,18,3
"0770014",1564,88,14,3
"0770015",1565,165,30,8
"0770017",1566,483,82,23
"0770020",1567,235,15,13
"0770024",1568,160,15,5
"0770026",1569,102,10,1
"0770027",1570,216,24,8
"0770032",1571,134,10,1
"0790101",1572,134,30,5
"0790202",1573,188,39,13
"0790303",1574,35,1,1
"0790306",1575,105,32,4
"0790404",1576,64,21,2
"0810001",1577,259,32,23
"0810002",1578,328,29,17
"0810003",1579,280,40,10
"0810004",1580,210,37,11
"0830001",1581,672,72,31
"0830002",1582,508,83,21
"0830003",1583,541,76,20
"0830004",1584,728,86,28
"083002E",1585,204,26,6
"0850001",1586,916,728,65
"0850002",1587,1071,966,71
"0850003",1588,161,653,29
"0850004",1589,685,274,44
"0850005",1590,492,210,33
"0850006",1591,442,364,30
"0850007",1592,437,364,31
"0850008",1593,987,330,46
"0850009",1594,808,542,56
"0850010",1595,334,77,13
"0850011",1596,1646,427,60
"0850012",1597,788,377,37
"0850013A",1598,1771,434,74
"0850013B",1599,0,0,0
"0850014",1600,704,862,42
"0850015",1601,431,398,40
"0850016",1602,1134,429,50
"0850017",1603,948,553,45
"0850018",1604,361,83,11
"0850019",1605,645,373,39
"0850020",1606,424,109,21
"0850021",1607,1389,1149,106
"0850022",1608,1718,347,51
"0850023",1609,318,828,29
"0850024",1610,394,724,44
"0850025",1611,1718,1472,98
"0850026",1612,485,445,33
"0850027",1613,847,603,52
"0850028",1614,826,687,37
"0850029",1615,667,259,34
"0850030",1616,1701,1046,95
"0850031",1617,889,520,55
"0850032",1618,956,615,48
"0850033",1619,1597,512,65
"0850034",1620,1184,1331,46
"0850035",1621,667,139,25
"0850036",1622,869,395,31
"0850037",1623,922,135,33
"0850038",1624,418,388,16
"0850039",1625,726,837,49
"0850040",1626,1398,656,87
"0850041",1627,1621,553,55
"0850042",1628,648,192,30
"0850043",1629,917,840,65
"0850044",1630,328,322,21
"0850045",1631,1045,540,36
"0850046",1632,591,810,48
"0850047",1633,789,704,63
"0850048",1634,1135,929,56
"0850049",1635,944,513,42
"0850050",1636,465,957,40
"0850051",1637,284,496,31
"0850052",1638,663,1309,55
"0850053",1639,886,538,55
"0850054",1640,674,929,69
"0850055",1641,860,1142,71
"0850056",1642,1069,585,55
"0850057",1643,1388,992,76
"0850058",1644,986,957,53
"0850059",1645,1363,836,89
"0850060",1646,1077,357,30
"0850061",1647,684,401,30
"0850062",1648,763,679,59
"0850063",1649,887,463,41
"0850064",1650,801,718,53
"0850065",1651,400,302,28
"0850066",1652,676,544,32
"0850067",1653,833,655,57
"0850068",1654,566,500,43
"0850069",1655,1357,1017,63
"0850070",1656,789,419,39
"0850071",1657,633,497,34
"0850072",1658,549,363,38
"0850073",1659,406,555,25
"0850074",1660,598,490,36
"0850075",1661,848,387,32
"0850076",1662,1245,828,62
"0850077",1663,938,1027,69
"0850078",1664,871,796,72
"0850079",1665,767,607,42
"0850080",1666,1118,867,73
"0850081",1667,823,825,59
"0850082",1668,761,635,48
"0850083",1669,1366,586,81
"0850084",1670,810,607,42
"0850085",1671,851,873,61
"0850086",1672,1013,724,43
"0850087",1673,1629,1638,83
"0850088",1674,283,740,31
"0850089",1675,997,896,39
"0850090",1676,1401,627,49
"0850091",1677,756,593,53
"0850092",1678,869,773,64
"0850093",1679,132,13,3
"0850094",1680,1284,1195,46
"0850095",1681,915,843,57
"0850096",1682,255,304,26
"0850097",1683,728,201,24
"0850098",1684,448,220,24
"0850099",1685,70,64,7
"0850100",1686,8,3,0
"0850101",1687,1180,832,61
"0850102",1688,1196,449,53
"0850103",1689,269,366,23
"0850104",1690,349,767,39
"0850105",1691,423,265,16
"0850106",1692,625,462,45
"0850107",1693,1100,932,66
"0850108",1694,848,841,49
"0850109",1695,1343,831,47
"0850110",1696,962,689,53
"0850111",1697,1769,937,63
"0850112",1698,1049,755,30
"0850113",1699,952,771,61
"0850114",1700,642,173,29
"0850115",1701,980,851,60
"0850116",1702,1758,1139,54
"0850117",1703,1224,1019,56
"0850118",1704,1621,829,63
"0850119",1705,1916,1390,77
"0850120",1706,1381,754,60
"0850121",1707,635,989,40
"0850122",1708,2161,802,69
"0850123",1709,765,478,23
"0850124",1710,926,784,33
"0850125",1711,1379,1480,74
"0850126",1712,1478,1036,72
"0850127",1713,1108,918,63
"0850128",1714,2356,648,109
"0850129",1715,1281,910,61
"0850130",1716,1131,1010,65
"0850131",1717,1302,644,63
"0850132",1718,856,805,42
"0850133",1719,691,535,51
"0850134",1720,1553,1519,79
"0850135",1721,1135,1119,66
"0850136",1722,747,494,28
"0850137",1723,764,441,22
"0850138",1724,609,261,27
"0850139",1725,1087,1272,64
"0850140",1726,1935,766,67
"0850141",1727,1069,890,60
"0850142",1728,1002,805,38
"0850143",1729,823,395,18
"0850144",1730,929,660,54
"0850145",1731,455,462,29
"0850146",1732,1345,1151,82
"0850147",1733,531,448,25
"0850148",1734,1,1,0
"0850149",1735,1401,919,70
"0850150",1736,378,234,12
"0850151",1737,436,476,26
"0850152",1738,13,34,0
"0850153",1739,1663,1164,75
"0850154",1740,487,61,18
"0850155",1741,914,551,33
"0850156",1742,1143,818,69
"0850157",1743,1208,1035,65
"0850158",1744,697,763,39
"0850159",1745,938,924,58
"0850160",1746,187,21,10
"0850161",1747,123,55,8
"0850162",1748,143,21,2
"0850163",1749,1139,911,76
"0850164",1750,545,244,4
"0850165",1751,396,190,17
"0850166",1752,1246,1004,54
"0850167",1753,1286,1428,65
"0850168",1754,810,287,43
"0850169",1755,892,797,67
"0850170",1756,667,315,37
"0850171",1757,1608,1172,73
"0850172",1758,1103,541,69
"0850173",1759,298,104,19
"0850174",1760,1218,889,79
"0850175",1761,625,324,32
"0850176",1762,671,939,64
"0850177",1763,1330,965,66
"0850178",1764,965,263,33
"0850179",1765,2556,649,54
"0850180",1766,180,95,15
"0850181",1767,544,274,31
"0850182",1768,2,2,0
"0850183",1769,46,7,3
"0850184",1770,0,0,0
"0850185",1771,19,11,3
"0850186",1772,55,6,0
"0850187",1773,238,30,6
"0850188",1774,33,4,2
"0850189",1775,359,50,12
"0850190",1776,35,6,3
"0850191",1777,161,32,9
"0850192",1778,752,187,19
"0850193",1779,373,79,23
"0850194",1780,14,3,0
"0850195",1781,424,79,21
"0850196",1782,602,360,43
"0850197",1783,305,389,24
"0850198",1784,58,17,1
"0850199",1785,675,165,18
"0850200",1786,2,1,0
"0850201",1787,3,0,0
"0850202",1788,5,3,0
"0850203",1789,1329,538,50
"0850204",1790,153,74,6
"0850205",1791,15,1,1
"0850206",1792,614,287,24
"0850207",1793,1260,778,88
"0850208",1794,599,225,18
"0850209",1795,259,184,18
"0850210",1796,439,501,30
"0850211",1797,1018,777,48
"0850212",1798,1013,974,43
"0850213",1799,963,807,56
"0850214",1800,1734,373,34
"0850215",1801,672,268,35
"0850216",1802,1923,703,83
"0850217",1803,681,338,32
"0850218",1804,1129,854,42
"0850219",1805,926,566,41
"0850220",1806,685,724,33
"0850221",1807,1857,776,57
"0850222",1808,891,809,43
"0850223",1809,722,409,17
"0850224",1810,844,254,35
"0850225",1811,974,1009,48
"0850226",1812,1272,1055,58
"0850227",1813,1280,1050,77
"0850228",1814,833,560,55
"0850229",1815,324,199,19
"0850230",1816,1540,1426,76
"0850231",1817,578,532,41
"0850232",1818,951,528,47
"0850233",1819,499,214,31
"0850234",1820,203,204,5
"0850235",1821,579,523,21
"0850236",1822,948,464,41
"0850237",1823,406,398,24
"0850238",1824,831,637,40
"0850239",1825,1678,508,69
"0870101",1826,255,35,11
"0870201",1827,124,20,4
"0870202",1828,25,2,0
"0870301",1829,157,18,2
"0870302",1830,28,2,1
"0870401",1831,132,23,6
"0870402",1832,49,9,3
